,bbox_list
02641ca93.jpg,"[(409, 12, 433, 38), (634, 116, 644, 136), (264, 153, 310, 221), (613, 311, 654, 351), (449, 375, 489, 440), (147, 595, 179, 632), (164, 700, 196, 744)]"
02680b31f.jpg,"[(199, 182, 340, 377)]"
0268a89cf.jpg,"[(69, 582, 85, 594), (130, 678, 328, 739), (336, 715, 351, 747)]"
026a33fbd.jpg,"[(45, 275, 71, 307)]"
026bb1723.jpg,"[(358, 495, 444, 575)]"
026be75a5.jpg,"[(600, 149, 613, 165), (490, 172, 631, 240)]"
026da90a6.jpg,"[(212, 0, 302, 284)]"
026dae336.jpg,"[(7, 286, 32, 366), (9, 316, 12, 327)]"
026e583a0.jpg,"[(338, 322, 420, 353), (566, 736, 576, 743)]"
026f743ca.jpg,"[(660, 402, 731, 517)]"
0270d7317.jpg,"[(270, 0, 439, 259), (52, 374, 165, 556), (453, 661, 494, 686)]"
02726f31a.jpg,"[(334, 254, 346, 269)]"
0272a80e1.jpg,"[(370, 557, 384, 578)]"
0273953cd.jpg,"[(185, 312, 413, 452)]"
0274d3627.jpg,"[(146, 62, 159, 131)]"
0275eea3c.jpg,"[(209, 299, 295, 358), (37, 393, 86, 433)]"
02765ce9b.jpg,"[(624, 90, 635, 153), (559, 254, 587, 355), (634, 269, 642, 303), (634, 319, 643, 342), (640, 355, 646, 381), (639, 397, 647, 414), (605, 406, 614, 429), (629, 419, 643, 428)]"
02766c52b.jpg,"[(571, 199, 584, 211), (557, 201, 567, 212), (569, 341, 593, 361), (658, 344, 676, 362), (573, 351, 596, 369), (693, 378, 721, 401), (708, 402, 737, 422), (711, 427, 745, 451), (424, 459, 460, 478), (747, 462, 767, 485), (239, 471, 315, 541), (476, 672, 525, 689)]"
0276904be.jpg,"[(103, 209, 114, 221), (579, 503, 632, 538), (132, 720, 200, 768)]"
02776139a.jpg,"[(536, 40, 543, 48), (545, 43, 547, 44), (547, 45, 548, 47), (543, 48, 547, 50), (543, 196, 552, 204), (499, 276, 517, 292), (396, 372, 408, 380), (256, 415, 267, 422), (118, 469, 130, 490), (311, 469, 326, 481), (483, 472, 497, 486), (185, 495, 192, 501), (153, 559, 163, 569), (196, 618, 206, 633), (156, 687, 171, 705), (64, 729, 74, 738), (121, 743, 131, 751)]"
0277825a8.jpg,"[(111, 88, 120, 102), (89, 142, 100, 151), (93, 155, 105, 165), (89, 167, 103, 185), (76, 201, 86, 216), (79, 219, 92, 230), (65, 284, 90, 303), (54, 408, 65, 416), (62, 425, 76, 436), (50, 450, 67, 460), (46, 471, 65, 488), (33, 517, 50, 527)]"
027b2269a.jpg,"[(571, 194, 663, 348)]"
027b381f0.jpg,"[(142, 447, 233, 663)]"
027c349e9.jpg,"[(254, 334, 272, 357)]"
027dd0b76.jpg,"[(482, 605, 494, 622)]"
02800da9a.jpg,"[(169, 420, 229, 625)]"
0282ae761.jpg,"[(37, 120, 90, 195)]"
0282e6975.jpg,"[(681, 387, 747, 505)]"
02854fb17.jpg,"[(229, 12, 248, 103), (290, 161, 312, 272), (297, 405, 325, 539)]"
02884baad.jpg,"[(230, 315, 245, 332), (178, 634, 190, 644)]"
028e081d0.jpg,"[(750, 237, 757, 246), (95, 565, 110, 578)]"
0292e9584.jpg,"[(495, 456, 663, 563)]"
029377b79.jpg,"[(716, 150, 734, 222)]"
0295a0ca2.jpg,"[(570, 380, 580, 401), (128, 408, 143, 435), (583, 516, 591, 530), (200, 686, 220, 737)]"
0296a13f9.jpg,"[(350, 0, 369, 65), (263, 685, 292, 758)]"
0296e8724.jpg,"[(645, 461, 659, 475), (608, 542, 619, 553), (448, 704, 453, 713)]"
0297c2f2a.jpg,"[(418, 464, 459, 555)]"
029883ddf.jpg,"[(201, 550, 234, 563)]"
0299e7726.jpg,"[(398, 19, 408, 33), (394, 100, 418, 170)]"
029b05d40.jpg,"[(317, 277, 328, 299)]"
029c2a08f.jpg,"[(108, 110, 175, 152)]"
029f377cb.jpg,"[(212, 29, 225, 39)]"
02a09371f.jpg,"[(337, 74, 356, 93), (276, 88, 292, 106), (291, 89, 312, 109), (315, 94, 332, 109), (282, 104, 293, 116), (290, 109, 300, 120), (295, 113, 304, 124), (228, 179, 247, 197), (245, 190, 272, 211)]"
02a608cf8.jpg,"[(634, 2, 667, 78), (657, 134, 671, 160), (326, 168, 355, 246), (562, 342, 612, 429), (567, 584, 614, 666)]"
02a823e11.jpg,"[(126, 103, 340, 290), (154, 220, 163, 234)]"
02a8d4b4c.jpg,"[(225, 162, 391, 264)]"
02a9756b9.jpg,"[(592, 23, 606, 49), (654, 247, 661, 258)]"
02abe9456.jpg,"[(586, 525, 648, 546), (546, 543, 565, 551)]"
02ac49c46.jpg,"[(424, 738, 440, 755)]"
02adb030b.jpg,"[(574, 560, 594, 582), (572, 699, 605, 766)]"
02ae3af19.jpg,"[(236, 261, 267, 293), (123, 512, 172, 552), (349, 722, 378, 751)]"
02ae62f2c.jpg,"[(1, 595, 58, 750)]"
02b0692d0.jpg,"[(134, 136, 156, 162)]"
02b2b3f30.jpg,"[(242, 55, 318, 172)]"
02b30cdbb.jpg,"[(678, 5, 717, 56)]"
02b4b1f6c.jpg,"[(577, 90, 631, 248)]"
02b609dce.jpg,"[(78, 13, 89, 21)]"
02b8ad48c.jpg,"[(23, 650, 33, 672)]"
02ba6c476.jpg,"[(627, 303, 719, 382)]"
02ba774d1.jpg,"[(655, 510, 669, 534)]"
02bc480c5.jpg,"[(449, 596, 569, 749)]"
02bcca2d6.jpg,"[(521, 109, 620, 128), (386, 215, 484, 232), (518, 218, 617, 237), (386, 249, 486, 271), (518, 255, 617, 274)]"
02bd7e3d1.jpg,"[(619, 400, 683, 467)]"
02be1b83c.jpg,"[(691, 469, 705, 483)]"
02bfb39e6.jpg,"[(734, 41, 743, 50)]"
02c025c7d.jpg,"[(566, 217, 608, 407)]"
02c086331.jpg,"[(394, 196, 418, 297), (604, 624, 623, 667)]"
02c297bdc.jpg,"[(389, 323, 404, 365)]"
02c314fd7.jpg,"[(134, 167, 153, 185)]"
02c3568a7.jpg,"[(540, 555, 633, 615)]"
02c371954.jpg,"[(240, 257, 265, 282), (273, 446, 297, 466)]"
02c429cad.jpg,"[(410, 76, 418, 97), (372, 160, 413, 241)]"
02c976c09.jpg,"[(347, 197, 395, 332)]"
02cb8b07c.jpg,"[(67, 390, 122, 542)]"
02cddb0f3.jpg,"[(651, 55, 662, 63)]"
02ceea31e.jpg,"[(3, 215, 25, 237), (202, 224, 218, 250), (374, 700, 383, 714)]"
02cfb3c9d.jpg,"[(322, 187, 354, 290)]"
02cfbf9e0.jpg,"[(578, 38, 643, 77), (675, 57, 724, 70), (564, 249, 635, 310), (255, 270, 298, 296), (634, 479, 689, 511), (674, 630, 721, 651)]"
02d15f352.jpg,"[(318, 169, 339, 191)]"
02d218ff4.jpg,"[(592, 70, 601, 85)]"
02d35ca31.jpg,"[(355, 701, 359, 708)]"
02d49dfcc.jpg,"[(269, 154, 326, 229), (364, 512, 402, 565), (282, 692, 287, 698), (583, 732, 595, 742), (409, 750, 415, 754), (454, 759, 460, 763)]"
02d5afc38.jpg,"[(559, 353, 619, 439)]"
02d67cdab.jpg,"[(408, 90, 419, 100)]"
02d6c28bf.jpg,"[(58, 41, 73, 59)]"
02d772058.jpg,"[(405, 355, 420, 377)]"
02d7e346f.jpg,"[(683, 2, 692, 16), (538, 498, 545, 511), (163, 524, 170, 537)]"
02d886255.jpg,"[(90, 272, 106, 289), (164, 735, 176, 751), (185, 755, 195, 768)]"
02d958534.jpg,"[(429, 584, 442, 600)]"
02ddb350f.jpg,"[(408, 170, 422, 179), (461, 288, 475, 301), (162, 738, 177, 747)]"
02de1b37d.jpg,"[(714, 173, 736, 221), (455, 408, 469, 422)]"
02de2c3a6.jpg,"[(128, 36, 164, 79), (89, 149, 123, 195), (124, 175, 162, 221), (158, 407, 201, 459), (120, 589, 166, 630), (205, 696, 244, 730)]"
02dfa1392.jpg,"[(718, 69, 763, 149)]"
02e18ce1d.jpg,"[(520, 566, 593, 761)]"
02e39612d.jpg,"[(541, 89, 691, 345)]"
02e434433.jpg,"[(199, 361, 234, 396)]"
02e440917.jpg,"[(658, 44, 690, 95)]"
02e5fad41.jpg,"[(160, 606, 190, 673)]"
02e6a2a59.jpg,"[(554, 411, 609, 513), (511, 684, 604, 702)]"
02ec2ab17.jpg,"[(26, 539, 30, 547)]"
02edfd06c.jpg,"[(680, 226, 696, 243)]"
02eeba747.jpg,"[(300, 112, 359, 173), (105, 219, 145, 243), (12, 257, 57, 272), (0, 429, 42, 447)]"
02f05f1f2.jpg,"[(382, 61, 444, 146), (198, 309, 230, 335), (125, 726, 302, 768)]"
02f22279a.jpg,"[(266, 74, 286, 89), (587, 532, 611, 557)]"
02f28a1a4.jpg,"[(7, 333, 115, 448)]"
02f367f60.jpg,"[(116, 83, 138, 101)]"
02f944205.jpg,"[(171, 656, 182, 674)]"
02fa0399a.jpg,"[(410, 605, 447, 636)]"
02fa41846.jpg,"[(570, 44, 621, 120), (125, 691, 186, 750)]"
02fac3a8d.jpg,"[(214, 298, 233, 308)]"
02fb4e152.jpg,"[(285, 243, 367, 316), (495, 500, 517, 517)]"
02fd831b5.jpg,"[(485, 44, 512, 146)]"
02fe7c253.jpg,"[(449, 651, 455, 660)]"
03007ae96.jpg,"[(724, 247, 768, 304)]"
0300ffa75.jpg,"[(527, 612, 558, 634)]"
03078635d.jpg,"[(387, 374, 525, 562)]"
0309112bd.jpg,"[(443, 540, 550, 662)]"
03096f9d3.jpg,"[(530, 329, 544, 344)]"
030ae977d.jpg,"[(674, 233, 688, 241), (558, 559, 567, 565), (547, 592, 556, 603), (584, 606, 601, 614), (595, 651, 609, 660), (649, 657, 658, 672), (570, 667, 583, 678), (629, 683, 641, 692), (619, 715, 634, 728), (627, 748, 644, 761)]"
030e51946.jpg,"[(325, 583, 362, 710)]"
030ea05f4.jpg,"[(199, 20, 213, 34)]"
031009666.jpg,"[(306, 574, 515, 743)]"
031053ab0.jpg,"[(122, 475, 219, 714)]"
031071580.jpg,"[(236, 555, 321, 586), (410, 694, 426, 749)]"
031101e01.jpg,"[(542, 673, 639, 768)]"
031414527.jpg,"[(0, 683, 10, 696)]"
031755a18.jpg,"[(571, 583, 595, 625)]"
0318bab62.jpg,"[(455, 479, 502, 577)]"
0318cd222.jpg,"[(151, 39, 199, 82), (112, 72, 128, 86)]"
03192f77b.jpg,"[(46, 89, 102, 165), (300, 475, 375, 518)]"
031c75e6d.jpg,"[(528, 38, 556, 68), (497, 382, 690, 580)]"
031d5ef4e.jpg,"[(558, 30, 588, 111)]"
031db2a4b.jpg,"[(663, 405, 682, 420)]"
03204a586.jpg,"[(533, 308, 622, 445), (540, 340, 578, 401)]"
03235cae1.jpg,"[(90, 292, 98, 305)]"
0323b0e5d.jpg,"[(488, 47, 501, 59)]"
0324ca639.jpg,"[(615, 530, 628, 542)]"
0325a80e0.jpg,"[(661, 571, 705, 710)]"
0325c0ae2.jpg,"[(530, 293, 553, 382)]"
03276eb9b.jpg,"[(185, 222, 194, 235)]"
03283f72a.jpg,"[(272, 79, 289, 94)]"
0328935b6.jpg,"[(225, 214, 230, 219)]"
0328b8b38.jpg,"[(524, 88, 532, 112)]"
03307335a.jpg,"[(583, 217, 593, 223)]"
0334e61a7.jpg,"[(602, 232, 665, 477), (0, 234, 71, 529), (504, 243, 565, 467), (380, 347, 462, 609), (465, 427, 521, 651), (171, 630, 184, 668), (189, 665, 205, 698), (175, 669, 188, 701), (276, 683, 286, 715), (258, 686, 273, 719), (196, 702, 210, 739), (181, 711, 194, 744)]"
0337e7947.jpg,"[(199, 641, 207, 657)]"
0338bf010.jpg,"[(249, 134, 331, 213), (591, 144, 657, 191)]"
0338fe6a1.jpg,"[(211, 195, 223, 212)]"
033f61c0d.jpg,"[(419, 5, 439, 22), (333, 8, 349, 23), (299, 111, 314, 126), (215, 407, 284, 465), (375, 519, 396, 539)]"
0341ebf96.jpg,"[(0, 359, 173, 434), (559, 374, 610, 437)]"
03467751a.jpg,"[(150, 166, 166, 178)]"
0346f7fca.jpg,"[(24, 297, 41, 315), (25, 482, 38, 498)]"
0347105d0.jpg,"[(361, 269, 370, 294), (125, 398, 133, 415)]"
03481a362.jpg,"[(12, 6, 171, 174)]"
0348a11d9.jpg,"[(366, 80, 393, 138)]"
0348a8d7f.jpg,"[(542, 18, 619, 81)]"
0348eeaea.jpg,"[(682, 86, 765, 141), (344, 167, 435, 210), (107, 174, 162, 249), (527, 316, 623, 342), (96, 386, 213, 461), (555, 599, 657, 638), (203, 650, 283, 730)]"
034a0dddf.jpg,"[(134, 423, 153, 441)]"
034abac62.jpg,"[(191, 0, 297, 259)]"
034e216f0.jpg,"[(127, 740, 142, 768)]"
034ef231b.jpg,"[(243, 147, 253, 177)]"
03504a689.jpg,"[(117, 465, 133, 503), (390, 508, 464, 703)]"
0350f9c3d.jpg,"[(9, 253, 68, 294), (497, 681, 570, 749)]"
03514496e.jpg,"[(337, 382, 346, 392), (131, 504, 139, 512), (87, 586, 95, 594), (70, 654, 78, 661), (576, 673, 582, 678)]"
035208d27.jpg,"[(269, 386, 273, 397)]"
03527aee7.jpg,"[(683, 400, 694, 418)]"
0354f47d7.jpg,"[(411, 392, 424, 409), (22, 456, 34, 469)]"
035613a0a.jpg,"[(494, 749, 501, 758)]"
0357dadf4.jpg,"[(347, 676, 545, 768)]"
035ca3e0e.jpg,"[(472, 680, 532, 742)]"
035e3ffa8.jpg,"[(596, 56, 677, 124)]"
035e74468.jpg,"[(273, 461, 287, 476)]"
035edd5ba.jpg,"[(155, 262, 400, 504)]"
0360b2e7f.jpg,"[(199, 438, 340, 633)]"
03612fafe.jpg,"[(147, 142, 272, 331)]"
03613d18f.jpg,"[(447, 152, 458, 164)]"
0364a0c28.jpg,"[(756, 186, 766, 200), (289, 256, 303, 265), (692, 287, 737, 363)]"
0368beab8.jpg,"[(490, 35, 505, 52), (471, 74, 482, 91), (446, 125, 461, 143), (292, 295, 303, 309), (274, 306, 294, 332), (254, 361, 264, 370), (213, 455, 225, 467), (111, 600, 120, 614), (89, 654, 100, 663), (93, 667, 105, 677), (89, 679, 103, 697), (76, 713, 86, 728), (79, 731, 92, 742)]"
036a9b463.jpg,"[(677, 495, 713, 540)]"
036b857ef.jpg,"[(174, 341, 297, 421)]"
036d3ecb1.jpg,"[(60, 592, 91, 652)]"
036d42b8c.jpg,"[(5, 541, 9, 547)]"
036fc1805.jpg,"[(716, 198, 743, 215), (135, 283, 167, 299)]"
03711997e.jpg,"[(93, 81, 276, 352)]"
037192ffd.jpg,"[(69, 654, 97, 676)]"
0372121e8.jpg,"[(564, 126, 598, 206), (91, 236, 99, 253), (492, 426, 534, 510), (182, 568, 196, 585), (697, 604, 740, 682), (267, 678, 356, 767)]"
0372480b7.jpg,"[(468, 0, 558, 284)]"
03733211f.jpg,"[(535, 63, 553, 83)]"
0373a195c.jpg,"[(217, 668, 233, 690), (450, 746, 462, 759)]"
037479eb3.jpg,"[(15, 486, 31, 507)]"
0375e3d82.jpg,"[(270, 0, 359, 48), (548, 276, 557, 290)]"
037642165.jpg,"[(712, 528, 759, 722)]"
03766fdb1.jpg,"[(719, 526, 768, 561)]"
0376c100c.jpg,"[(741, 524, 760, 615)]"
037727c67.jpg,"[(369, 42, 378, 57), (759, 156, 768, 174)]"
037837ec4.jpg,"[(359, 158, 385, 168)]"
037cc9d3e.jpg,"[(702, 610, 713, 619), (678, 627, 689, 637), (728, 638, 739, 648), (675, 664, 690, 679), (713, 671, 721, 680)]"
037d402cc.jpg,"[(554, 155, 609, 257), (511, 428, 604, 446)]"
037f8a3f4.jpg,"[(286, 45, 454, 138)]"
0380ebf24.jpg,"[(68, 400, 76, 408)]"
03820fc73.jpg,"[(461, 644, 471, 652)]"
03823c0e1.jpg,"[(633, 17, 768, 296), (8, 486, 76, 677)]"
03828bca6.jpg,"[(670, 193, 681, 204), (742, 290, 753, 301)]"
0384a0b91.jpg,"[(651, 448, 665, 462)]"
0385b9678.jpg,"[(338, 0, 384, 157)]"
0390a1104.jpg,"[(150, 638, 189, 718)]"
03921a65d.jpg,"[(154, 158, 220, 211), (371, 265, 386, 293), (162, 680, 199, 740)]"
0393722ec.jpg,"[(497, 321, 517, 335)]"
03949fbbd.jpg,"[(68, 409, 78, 414)]"
0395e30d5.jpg,"[(251, 506, 301, 586)]"
0398efee0.jpg,"[(429, 1, 513, 65), (274, 174, 310, 242), (435, 394, 555, 458), (482, 702, 534, 740)]"
039ec5586.jpg,"[(96, 181, 106, 194)]"
03a0c76f2.jpg,"[(704, 334, 735, 367)]"
03a43f0e4.jpg,"[(162, 307, 178, 324)]"
03a5fd8d2.jpg,"[(591, 286, 684, 461)]"
03a6a8a28.jpg,"[(217, 307, 263, 346)]"
03a8cb652.jpg,"[(43, 225, 115, 300), (77, 562, 149, 636), (562, 600, 595, 641)]"
03a9ae4df.jpg,"[(215, 614, 257, 693)]"
03aba0a7c.jpg,"[(161, 113, 231, 323), (130, 471, 182, 634), (378, 581, 417, 662)]"
03affef39.jpg,"[(51, 300, 151, 429)]"
03b1bb0da.jpg,"[(574, 749, 586, 768)]"
03b1ddf8a.jpg,"[(276, 114, 288, 124), (311, 125, 321, 134), (418, 233, 436, 247), (191, 376, 199, 390)]"
03b25afe0.jpg,"[(548, 580, 579, 607)]"
03b25bda9.jpg,"[(372, 320, 379, 331)]"
03b27f7c3.jpg,"[(350, 642, 551, 753)]"
03b47597c.jpg,"[(14, 0, 28, 13), (33, 15, 46, 27), (5, 118, 12, 127), (59, 162, 66, 172)]"
03b77e1f8.jpg,"[(307, 519, 349, 599)]"
03b8fb899.jpg,"[(280, 531, 310, 649)]"
03ba79b0b.jpg,"[(641, 710, 680, 736), (573, 721, 610, 736)]"
03bdd6f06.jpg,"[(664, 61, 692, 246)]"
03bdeef4d.jpg,"[(100, 566, 114, 584)]"
03bdfd40f.jpg,"[(279, 56, 455, 341)]"
03c101b1a.jpg,"[(560, 297, 719, 442)]"
03c2530d8.jpg,"[(319, 117, 365, 174)]"
03c2a7431.jpg,"[(515, 671, 542, 696)]"
03c2c78e5.jpg,"[(368, 445, 401, 536), (43, 507, 107, 610)]"
03c807bd1.jpg,"[(724, 30, 768, 101), (727, 451, 761, 486)]"
03c99ebbe.jpg,"[(15, 49, 36, 68), (649, 61, 672, 76), (369, 210, 403, 245), (588, 227, 605, 249), (232, 310, 245, 322), (276, 346, 297, 361), (124, 381, 139, 389), (207, 427, 222, 437), (88, 460, 105, 472)]"
03cc5e3d9.jpg,"[(493, 439, 509, 452)]"
03d075610.jpg,"[(590, 634, 683, 768)]"
03d4bafb1.jpg,"[(675, 37, 692, 66), (21, 66, 38, 119), (468, 114, 503, 150), (11, 275, 26, 327), (245, 295, 305, 377), (600, 322, 627, 383), (239, 549, 249, 584)]"
03d5d0d21.jpg,"[(575, 178, 589, 196), (337, 504, 354, 515)]"
03d67b97f.jpg,"[(138, 446, 159, 472), (183, 515, 247, 594)]"
03d9e6d66.jpg,"[(322, 25, 332, 34)]"
03dc71fb4.jpg,"[(349, 22, 376, 142), (416, 110, 428, 136), (297, 199, 327, 206), (474, 217, 486, 235), (292, 220, 331, 231), (308, 234, 343, 244), (350, 283, 356, 299), (437, 593, 446, 605)]"
03dcecece.jpg,"[(291, 104, 344, 147), (36, 414, 144, 445), (0, 526, 15, 532)]"
03df281d2.jpg,"[(159, 496, 173, 525)]"
03df2fb1d.jpg,"[(504, 119, 577, 223)]"
03df5d0de.jpg,"[(374, 495, 534, 542)]"
03e12b25c.jpg,"[(209, 365, 275, 557), (598, 479, 673, 638)]"
03e2b09a3.jpg,"[(244, 42, 488, 210)]"
03e4c018c.jpg,"[(573, 487, 656, 538)]"
03e5315f3.jpg,"[(266, 142, 335, 175)]"
03e984e0d.jpg,"[(126, 555, 308, 689)]"
03eaa8a5e.jpg,"[(185, 0, 340, 189)]"
03eadd139.jpg,"[(693, 105, 702, 120), (505, 510, 514, 526), (166, 517, 205, 568), (566, 523, 579, 542), (724, 561, 737, 577), (482, 601, 491, 619), (739, 625, 752, 636), (733, 634, 745, 645), (753, 667, 765, 677), (698, 713, 708, 725), (692, 719, 702, 731), (683, 724, 697, 740)]"
03ed3a56b.jpg,"[(320, 252, 331, 294)]"
03f00631b.jpg,"[(3, 282, 73, 435)]"
03f0dd9c4.jpg,"[(356, 102, 404, 125), (167, 460, 209, 533), (199, 465, 244, 528), (379, 572, 416, 619)]"
03f15ce94.jpg,"[(197, 175, 203, 187), (590, 269, 601, 277)]"
03f3ce23e.jpg,"[(580, 409, 590, 414)]"
03f570eac.jpg,"[(161, 664, 220, 768)]"
03f71b758.jpg,"[(545, 6, 701, 182), (34, 110, 184, 262), (586, 516, 732, 656)]"
03fa4f028.jpg,"[(528, 387, 538, 394)]"
03fa746f0.jpg,"[(378, 2, 411, 78), (401, 134, 415, 160), (70, 168, 99, 246), (306, 342, 356, 429), (544, 428, 567, 453), (539, 457, 594, 539), (597, 580, 606, 587), (311, 584, 358, 666)]"
03fc4edcc.jpg,"[(80, 2, 166, 158)]"
03fd3664e.jpg,"[(358, 416, 386, 533)]"
040073f20.jpg,"[(200, 295, 208, 301), (202, 302, 211, 311), (202, 311, 212, 319), (202, 318, 213, 328), (203, 326, 213, 339), (208, 336, 217, 344)]"
040486ade.jpg,"[(645, 435, 714, 462), (477, 577, 523, 610), (624, 629, 663, 638), (14, 678, 49, 691)]"
0406e0a4b.jpg,"[(328, 444, 398, 602)]"
04070d798.jpg,"[(311, 383, 345, 414)]"
0408af083.jpg,"[(377, 686, 397, 703)]"
040979702.jpg,"[(700, 99, 742, 119), (486, 112, 497, 121), (437, 573, 449, 590)]"
040d0634b.jpg,"[(631, 176, 639, 181), (763, 182, 768, 188), (311, 395, 316, 402)]"
040d3a7b0.jpg,"[(471, 192, 486, 236), (694, 237, 708, 282)]"
0410a455d.jpg,"[(588, 310, 755, 390)]"
0410b8f70.jpg,"[(37, 453, 77, 582)]"
0412a9ea6.jpg,"[(154, 76, 162, 97), (116, 160, 157, 241), (640, 222, 694, 400)]"
04132b93b.jpg,"[(353, 358, 365, 366)]"
0413cfbde.jpg,"[(400, 150, 584, 244)]"
04143b1e1.jpg,"[(141, 596, 163, 616)]"
041577100.jpg,"[(742, 136, 764, 158), (307, 169, 344, 207), (369, 395, 450, 561), (538, 418, 554, 448), (247, 483, 263, 500), (232, 647, 269, 685)]"
04163641b.jpg,"[(637, 344, 759, 470), (439, 363, 510, 430), (292, 493, 370, 566)]"
0416b703b.jpg,"[(541, 0, 595, 86)]"
04179a1f4.jpg,"[(461, 605, 491, 621), (485, 610, 626, 645)]"
0418005be.jpg,"[(291, 6, 301, 16), (635, 174, 647, 183)]"
041924d18.jpg,"[(226, 13, 240, 25), (443, 423, 459, 436)]"
04195aa0f.jpg,"[(12, 257, 24, 267)]"
041a2e20d.jpg,"[(484, 572, 631, 763)]"
041f1c8e3.jpg,"[(711, 129, 719, 145)]"
0423ba943.jpg,"[(294, 589, 320, 658), (545, 643, 674, 703)]"
04251f1cf.jpg,"[(64, 0, 143, 219)]"
042837669.jpg,"[(549, 440, 561, 455)]"
0429119a9.jpg,"[(308, 509, 341, 538)]"
042c8028f.jpg,"[(599, 153, 610, 171), (570, 499, 593, 546)]"
042d2eba3.jpg,"[(86, 335, 120, 358)]"
042ddaae0.jpg,"[(541, 528, 568, 576), (147, 549, 177, 613)]"
042f26302.jpg,"[(134, 110, 209, 186), (273, 400, 312, 452), (50, 481, 91, 546)]"
043220e79.jpg,"[(315, 42, 530, 327)]"
04352e8ec.jpg,"[(82, 563, 156, 608)]"
0438460cf.jpg,"[(360, 506, 371, 525)]"
0438f4082.jpg,"[(250, 51, 299, 209)]"
043bacca3.jpg,"[(555, 53, 589, 134)]"
043d8815e.jpg,"[(349, 284, 360, 304), (279, 494, 301, 529)]"
043e02ec8.jpg,"[(654, 74, 672, 91), (553, 109, 622, 172)]"
043e25f0d.jpg,"[(96, 487, 120, 512)]"
044342421.jpg,"[(48, 496, 218, 641)]"
0444b65af.jpg,"[(0, 295, 60, 388)]"
0445b541d.jpg,"[(230, 0, 237, 7), (158, 53, 169, 63), (43, 64, 49, 70), (282, 71, 287, 80), (68, 72, 79, 83), (188, 85, 196, 90), (0, 88, 8, 95), (179, 141, 190, 152), (132, 162, 143, 173), (13, 218, 22, 229), (416, 316, 427, 327), (232, 360, 237, 368), (288, 379, 299, 385), (205, 485, 218, 494), (565, 689, 575, 702)]"
0448ad6ff.jpg,"[(445, 475, 496, 589)]"
044c3369e.jpg,"[(496, 454, 547, 480)]"
044d23efa.jpg,"[(423, 644, 435, 661), (437, 657, 445, 672), (443, 663, 453, 683), (442, 690, 453, 698)]"
044f666a6.jpg,"[(496, 147, 515, 165), (442, 191, 454, 205)]"
044f8bff1.jpg,"[(244, 14, 394, 259), (251, 538, 316, 619)]"
045029812.jpg,"[(613, 115, 703, 162)]"
04522b8ff.jpg,"[(0, 531, 238, 670)]"
045266ab5.jpg,"[(437, 260, 504, 336)]"
04580387f.jpg,"[(190, 446, 235, 524)]"
045900cba.jpg,"[(506, 26, 520, 51), (484, 174, 497, 184)]"
0459c7d2a.jpg,"[(662, 8, 669, 14), (645, 13, 652, 21), (711, 21, 718, 28), (452, 28, 457, 33)]"
045fc73b2.jpg,"[(430, 264, 472, 388), (233, 499, 250, 541), (390, 508, 451, 669), (253, 608, 276, 632), (232, 692, 240, 704)]"
0460d0d12.jpg,"[(507, 357, 598, 485)]"
0465f98d7.jpg,"[(709, 666, 717, 675)]"
046861c6f.jpg,"[(0, 493, 4, 497), (316, 607, 328, 614)]"
046b6ff8a.jpg,"[(227, 672, 332, 768)]"
046b79181.jpg,"[(404, 316, 411, 322)]"
046e06d1a.jpg,"[(499, 85, 536, 143), (699, 118, 742, 141), (611, 331, 659, 378)]"
046e69c24.jpg,"[(240, 659, 259, 677), (186, 703, 198, 717)]"
04700c91b.jpg,"[(364, 256, 370, 264), (679, 404, 707, 445)]"
04702fb27.jpg,"[(685, 603, 708, 734)]"
0471e6fa0.jpg,"[(200, 318, 240, 348)]"
04724948f.jpg,"[(554, 104, 636, 227), (257, 346, 311, 422)]"
0472f2362.jpg,"[(489, 606, 691, 691)]"
0475be859.jpg,"[(272, 471, 280, 477)]"
047794cdf.jpg,"[(698, 257, 764, 321), (352, 266, 438, 328), (594, 382, 653, 442), (706, 534, 758, 592), (134, 609, 195, 637), (407, 635, 453, 694), (102, 735, 152, 768)]"
0477eb86d.jpg,"[(349, 159, 356, 169), (286, 250, 293, 260)]"
0478ba85c.jpg,"[(170, 395, 182, 406)]"
047defb9c.jpg,"[(680, 65, 721, 92), (404, 418, 456, 472)]"
04823f766.jpg,"[(363, 432, 542, 553)]"
0482bb65a.jpg,"[(162, 163, 199, 222)]"
048643279.jpg,"[(292, 390, 362, 513)]"
04867fe84.jpg,"[(374, 376, 388, 413)]"
04875e0d3.jpg,"[(24, 383, 95, 427)]"
0489e53a3.jpg,"[(200, 547, 244, 648)]"
048bde741.jpg,"[(323, 400, 354, 419), (187, 421, 267, 482)]"
048c1ba2e.jpg,"[(276, 295, 285, 311)]"
048d10581.jpg,"[(74, 0, 230, 148), (262, 351, 492, 607)]"
048d63ea8.jpg,"[(262, 269, 329, 349), (309, 387, 404, 586)]"
048ebebb6.jpg,"[(130, 718, 140, 729), (20, 744, 35, 760)]"
0490b090a.jpg,"[(537, 87, 571, 115), (672, 399, 721, 423), (267, 479, 307, 514)]"
0494df29a.jpg,"[(661, 642, 675, 657)]"
04958ce7f.jpg,"[(19, 0, 222, 188)]"
049a04990.jpg,"[(259, 463, 298, 500)]"
